# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.045e-05 to 189.472 h/Mpc,
# number of wavenumbers equal to 637
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:t_g                    8:t_b                    9:t_cdm                 10:t_ur                  11:t_tot              
       4.091703343322e-02      -7.180021847299e-01      -4.269927874546e+01      -6.798120930348e+01      -8.324846401848e-01      -6.224572398315e+01      -8.816805315582e-04       7.550732237420e-02       8.100323237330e-02      -7.328868086498e-04       7.707143020775e-02 
       4.112482707841e-02      -7.040322679742e-01      -4.288232367917e+01      -6.834101381561e+01      -8.218134389576e-01      -6.256823880375e+01      -5.854137289894e-04       7.590697057409e-02       8.142740823567e-02      -8.345502908589e-04       7.748089583476e-02 
       4.133515877846e-02      -6.925255322698e-01      -4.307048398132e+01      -6.870501583211e+01      -8.102864311565e-01      -6.289499995109e+01      -2.902704531537e-04       7.631265388714e-02       8.185694961630e-02      -9.092289502819e-04       7.789601708889e-02 
       4.154813986079e-02      -6.835084390978e-01      -4.326417477173e+01      -6.907345456445e+01      -7.981497210941e-01      -6.322626952405e+01      -2.885273650862e-06       7.672476579260e-02       8.229218404655e-02      -9.531484465947e-04       7.831702834170e-02 
       4.176388848168e-02      -6.769514077486e-01      -4.346379003380e+01      -6.944656962100e+01      -7.856875220601e-01      -6.356230626598e+01       2.702944935401e-04       7.714368906313e-02       8.273343683428e-02      -9.634635581081e-04       7.874415031824e-02 
       4.198253018382e-02      -6.727705854910e-01      -4.366955698481e+01      -6.982457253138e+01      -7.732100075245e-01      -6.390332019456e+01       5.231830734228e-04       7.756971083542e-02       8.318097443562e-02      -9.384729538820e-04       7.917753198975e-02 
       4.220419851120e-02      -6.708405822160e-01      -4.388174500818e+01      -7.020767458119e+01      -7.610465404151e-01      -6.424952698140e+01       7.499555418624e-04       7.800312948389e-02       8.363506743455e-02      -8.775178061956e-04       7.961731699911e-02 
       4.242903568833e-02      -6.709832109805e-01      -4.410088843307e+01      -7.059622559785e+01      -7.495347796847e-01      -6.460129503744e+01       9.457909667322e-04       7.844448622657e-02       8.409618896689e-02      -7.816136884061e-04       8.006384636306e-02 
       4.265719337197e-02      -6.729770418477e-01      -4.432728242228e+01      -7.099045167499e+01      -7.390047024726e-01      -6.495885443542e+01       1.106619844534e-03       7.889410977308e-02       8.456463073448e-02      -6.531121307472e-04       8.051727805327e-02 
       4.288883348483e-02      -6.765654377599e-01      -4.456127949457e+01      -7.139062407563e+01      -7.297681496162e-01      -6.532248013257e+01       1.229448946735e-03       7.935238540525e-02       8.504073992827e-02      -4.959512588758e-04       8.097782310868e-02 
       4.312412914181e-02      -6.814667118293e-01      -4.480357712492e+01      -7.179716754601e+01      -7.221009608791e-01      -6.569262406621e+01       1.312601899960e-03       7.981999757561e-02       8.552510120569e-02      -3.157061878829e-04       8.144593431219e-02 
       4.336326568147e-02      -6.873785587461e-01      -4.505438378790e+01      -7.221037291929e+01      -7.162271298453e-01      -6.606955380404e+01       1.355782861487e-03       8.029727776287e-02       8.601806776259e-02      -1.194067260500e-04       8.192183214219e-02 
       4.360644181686e-02      -6.939868166509e-01      -4.531444692970e+01      -7.263062740555e+01      -7.123043929806e-01      -6.645369603276e+01       1.360218291166e-03       8.078490474460e-02       8.652017415786e-02       8.455469356895e-05       8.240594924821e-02 
       4.385387092266e-02      -7.009878698584e-01      -4.558426322997e+01      -7.305832464836e+01      -7.104075379333e-01      -6.684544423865e+01       1.328669626212e-03       8.128343588358e-02       8.703193404316e-02       2.866532358377e-04       8.289870016732e-02 
       4.410578247800e-02      -7.080958589338e-01      -4.586439683870e+01      -7.349390405818e+01      -7.105135020188e-01      -6.724523877348e+01       1.265462908019e-03       8.179349567769e-02       8.755391861817e-02       4.766412358006e-04       8.340058012598e-02 
       4.436242368765e-02      -7.150509538772e-01      -4.615558347693e+01      -7.393782580500e+01      -7.124983972518e-01      -6.765356205491e+01       1.176256633568e-03       8.231582117412e-02       8.808674776840e-02       6.438467976486e-04       8.391216412953e-02 
       4.462406130828e-02      -7.216363499839e-01      -4.645836929677e+01      -7.439059368793e+01      -7.161219359324e-01      -6.807090321935e+01       1.068101082103e-03       8.285105126294e-02       8.863106424375e-02       7.779065571060e-04       8.443406712293e-02 
       4.489098371107e-02      -7.277014256009e-01      -4.677377104265e+01      -7.485280064308e+01      -7.210292649441e-01      -6.849789503849e+01       9.488603680371e-04       8.340018011956e-02       8.918767929073e-02       8.692329986553e-04       8.496712444150e-02 
       4.516350321751e-02      -7.331338751133e-01      -4.710258844226e+01      -7.532500523222e+01      -7.267638820719e-01      -6.893510894563e+01       8.271092922251e-04       8.396404720659e-02       8.975732787575e-02       9.096752256183e-04       8.551212448161e-02 
       4.544195875207e-02      -7.379405664751e-01      -4.744567944612e+01      -7.580784649835e+01      -7.327575079203e-01      -6.938319182943e+01       7.113398569337e-04       8.454357275678e-02       9.034084834122e-02       8.934162126606e-04       8.606998667384e-02 
       4.572671886361e-02      -7.421621541693e-01      -4.780400372817e+01      -7.630203923107e+01      -7.383804973686e-01      -6.984286797400e+01       6.096188264490e-04       8.513977216337e-02       9.093917972646e-02       8.176730030827e-04       8.664176371427e-02 
       4.601818517708e-02      -7.459553120501e-01      -4.817871386077e+01      -7.680834315918e+01      -7.429406633223e-01      -7.031492867541e+01       5.285759790799e-04       8.575383246330e-02       9.155333319806e-02       6.832134175583e-04       8.722861619995e-02 
       4.631679634960e-02      -7.494144200012e-01      -4.857110641313e+01      -7.732762136406e+01      -7.457868120425e-01      -7.080027136904e+01       4.731286705293e-04       8.638706765784e-02       9.218446469835e-02       4.955171864305e-04       8.783187443713e-02 
       4.662303261929e-02      -7.526331597810e-01      -4.898233859146e+01      -7.786077893137e+01      -7.463195214427e-01      -7.129980763567e+01       4.457097792173e-04       8.704073991603e-02       9.283374907116e-02       2.646892779021e-04       8.845289241465e-02 
       4.693742105388e-02      -7.561594639687e-01      -4.941400757107e+01      -7.840883191151e+01      -7.439181756341e-01      -7.181461307757e+01       4.447753465398e-04       8.771644224329e-02       9.350255044470e-02       4.055636331577e-06       8.909319133362e-02 
       4.726054162823e-02      -7.600217632237e-01      -4.986768569018e+01      -7.897287457853e+01      -7.382589355597e-01      -7.234581918181e+01       4.647049289544e-04       8.841580110483e-02       9.419231379664e-02      -2.664595855907e-04       8.975437092852e-02 
       4.759303428806e-02      -7.649213526005e-01      -5.034517176448e+01      -7.955418153427e+01      -7.290263331384e-01      -7.289475012332e+01       4.932183278465e-04       8.914069349696e-02       9.490473204601e-02      -5.251248509738e-04       9.043815447672e-02 
       4.793560719149e-02      -7.695928027982e-01      -5.084842261635e+01      -8.015409652979e+01      -7.167594592503e-01      -7.346278927186e+01       5.177916771251e-04       8.989311732150e-02       9.564158012920e-02      -7.430334135606e-04       9.114644208370e-02 
       4.828904636352e-02      -7.721166264849e-01      -5.137968489347e+01      -8.077413334510e+01      -7.024863062316e-01      -7.405149742954e+01       5.249744667788e-04       9.067535337023e-02       9.640485938367e-02      -8.911800287846e-04       9.188134035666e-02 
       4.865422705275e-02      -7.766967255165e-01      -5.194147574354e+01      -8.141602808990e+01      -6.857212439430e-01      -7.466274012514e+01       4.921121886870e-04       9.148996798918e-02       9.719687482674e-02      -9.660239337761e-04       9.264467045975e-02 
       4.903212714816e-02      -7.802645192093e-01      -5.253643175032e+01      -8.208163362632e+01      -6.682137929338e-01      -7.529840481080e+01       3.950441062513e-04       9.233970561878e-02       9.802008620227e-02      -9.384003660597e-04       9.343874307136e-02 
       4.942384310017e-02      -7.900842966674e-01      -5.316776833686e+01      -8.277305071608e+01      -6.486743089003e-01      -7.596080419186e+01       1.694148929572e-04       9.322783995492e-02       9.887735887763e-02      -8.059561942578e-04       9.426499841533e-02 
       4.983060889991e-02      -7.871677913574e-01      -5.383885134223e+01      -8.349274003208e+01      -6.343324418705e-01      -7.665223323569e+01      -1.454787519368e-04       9.415778979416e-02       9.977182938728e-02      -5.360992385192e-04       9.512783141247e-02 
       5.025381881014e-02      -6.720453988275e-01      -5.455444494551e+01      -8.424400232431e+01      -6.584876741219e-01      -7.737481672905e+01      -2.041504179099e-05       9.513353293562e-02       1.007071245016e-01      -8.622927329194e-05       9.604332809292e-02 
       5.069505471927e-02      -6.669604465013e-01      -5.531799497841e+01      -8.502904625650e+01      -6.527349880429e-01      -7.813385464442e+01      -5.315273129695e-05       9.615984440245e-02       1.016873525532e-01      -5.531200237255e-05       9.699284940155e-02 
       5.115611921608e-02      -6.482675057168e-01      -5.613473200952e+01      -8.585149190416e+01      -6.514760819781e-01      -7.893140483957e+01      -2.478729327074e-05       9.724180290612e-02       1.027171052156e-01      -8.694024158983e-06       9.799258164186e-02 
       5.163907577182e-02      -6.430405269062e-01      -5.701066817041e+01      -8.671546388221e+01      -6.463990777911e-01      -7.977212923311e+01      -1.529536119641e-05       9.838551275939e-02       1.038018855748e-01      -1.752852194794e-05       9.904492878255e-02 
       5.214629778177e-02      -6.412847945221e-01      -5.795241819415e+01      -8.762559296336e+01      -6.399456033805e-01      -8.066067957146e+01      -2.558669223036e-05       9.959763430334e-02       1.049477483449e-01      -2.808067700067e-05       1.001566269214e-01 
       5.268052867832e-02      -6.347332812887e-01      -5.896768773266e+01      -8.858733656358e+01      -6.346318035319e-01      -8.160257605064e+01      -2.459386678034e-05       1.008860999722e-01       1.061617938629e-01      -2.247864144093e-05       1.013356637434e-01 
       5.324495589638e-02      -6.290238382358e-01      -6.006534368788e+01      -8.960692630365e+01      -6.289465797824e-01      -8.260435009432e+01      -2.377699860688e-05       1.022599895502e-01       1.074522725222e-01      -2.286472329029e-05       1.025894575771e-01 
       5.384330215613e-02      -6.233809217748e-01      -6.125565652591e+01      -9.069158173174e+01      -6.229968607014e-01      -8.367345880552e+01      -2.404309550008e-05       1.037296191105e-01       1.088288044546e-01      -2.370941778418e-05       1.039274362353e-01 
       5.447993831049e-02      -6.172456839216e-01      -6.255034681070e+01      -9.184980488096e+01      -6.169090598829e-01      -8.481863388447e+01      -2.377304772975e-05       1.053071239790e-01       1.103026052331e-01      -2.322508264638e-05       1.053605971405e-01 
       5.516002281028e-02      -6.109151077406e-01      -6.396298322062e+01      -9.309160138458e+01      -6.105814327282e-01      -8.605013241806e+01      -2.350899617003e-05       1.070069496229e-01       1.118867790943e-01      -2.296508212807e-05       1.069017045720e-01 
       5.588967347556e-02      -6.043203948442e-01      -6.550947502084e+01      -9.442883068829e+01      -6.039897913232e-01      -8.738007904191e+01      -2.323446645355e-05       1.088453892931e-01       1.135969875731e-01      -2.269477064580e-05       1.085659226751e-01 
       5.667617728526e-02      -5.974216871449e-01      -6.720756249419e+01      -9.587531893780e+01      -5.970942995700e-01      -8.882248842779e+01      -2.294731917671e-05       1.108415799779e-01       1.154512541745e-01      -2.241204499659e-05       1.103707548378e-01 
       5.752824238764e-02      -5.901725634739e-01      -6.907758581119e+01      -9.744760059924e+01      -5.898485630710e-01      -9.039398904263e+01      -2.264531125084e-05       1.130178874119e-01       1.174710326744e-01      -2.211470784675e-05       1.123369741890e-01 
       5.845629166292e-02      -5.825180974133e-01      -7.114229142691e+01      -9.916517095042e+01      -5.821976901161e-01      -9.211400128286e+01      -2.232805100080e-05       1.153996078594e-01       1.196815223531e-01      -2.180243105222e-05       1.144888354685e-01 
       5.947278550585e-02      -5.743884695136e-01      -7.342555141508e+01      -1.010507665884e+02      -5.740719040955e-01      -9.400477515425e+01      -2.199121115310e-05       1.180156093517e-01       1.221115922947e-01      -2.147096422177e-05       1.168541091211e-01 
       6.059253702404e-02      -5.657019444415e-01      -7.595171745953e+01      -1.031306161380e+02      -5.653895259650e-01      -9.609149910850e+01      -2.163466694517e-05       1.208966867921e-01       1.247942485586e-01      -2.112029160502e-05       1.194642160653e-01 
       6.183293616966e-02      -5.563567884630e-01      -7.874145225435e+01      -1.054340844896e+02      -5.560488922927e-01      -9.840138143170e+01      -2.125448907204e-05       1.240747606111e-01       1.277653609898e-01      -2.074662044044e-05       1.223530734790e-01 
       6.321391895945e-02      -5.462320226180e-01      -8.180612020347e+01      -1.079925034110e+02      -5.459291132098e-01      -1.009618474848e+02      -2.084719908783e-05       1.275785346175e-01       1.310616670666e-01      -2.034665168915e-05       1.255548253249e-01 
       6.475739931141e-02      -5.351861770758e-01      -8.513771473793e+01      -1.108361067236e+02      -5.348888290041e-01      -1.037965102457e+02      -2.040886186984e-05       1.314266212935e-01       1.347158033769e-01      -1.991667857543e-05       1.290987792665e-01 
       6.648575417648e-02      -5.230636604809e-01      -8.869356381757e+01      -1.139884816411e+02      -5.227725792079e-01      -1.069183174291e+02      -1.993780546398e-05       1.356159849835e-01       1.387479055082e-01      -1.945531072595e-05       1.330008563582e-01 
       6.841893751845e-02      -5.097052525184e-01      -9.237689389075e+01      -1.174576831510e+02      -5.094212848179e-01      -1.103193370419e+02      -1.942851341377e-05       1.401073810168e-01       1.431525116699e-01      -1.895734282330e-05       1.372507753490e-01 
       7.057014991713e-02      -4.949834078610e-01      -9.601910328808e+01      -1.212254332458e+02      -4.947075333193e-01      -1.139592282750e+02      -1.888164614945e-05       1.448081890419e-01       1.478841083166e-01      -1.842374565044e-05       1.417977443677e-01 
       7.294096001121e-02      -4.788419040694e-01      -9.937845978206e+01      -1.252375811765e+02      -4.785751852793e-01      -1.177572154384e+02      -1.829549961340e-05       1.495670681754e-01       1.528457982558e-01      -1.785302820305e-05       1.465404515851e-01 
       7.551806995251e-02      -4.613489762858e-01      -1.021684937700e+02      -1.294033376069e+02      -4.610924659053e-01      -1.215957268004e+02      -1.767454006026e-05       1.541864210258e-01       1.578927407578e-01      -1.724968116772e-05       1.513317170111e-01 
       7.827420133877e-02      -4.427311478147e-01      -1.041262870357e+02      -1.336095431119e+02      -4.424857566862e-01      -1.253423693330e+02      -1.702638977930e-05       1.584658065099e-01       1.628582576408e-01      -1.662106877177e-05       1.560061807606e-01 
       8.117356133227e-02      -4.233648281000e-01      -1.050964654026e+02      -1.377467236608e+02      -4.231311903410e-01      -1.288839380760e+02      -1.635997103645e-05       1.622600664947e-01       1.675950833113e-01      -1.597555646716e-05       1.604224948983e-01 
       8.417927801560e-02      -4.037308343570e-01      -1.050963534289e+02      -1.417366008920e+02      -4.035092060868e-01      -1.321587883576e+02      -1.568294352365e-05       1.655293340649e-01       1.720161804727e-01      -1.532001627313e-05       1.645039539803e-01 
       8.725923920169e-02      -3.843496376924e-01      -1.043320654900e+02      -1.455483152828e+02      -3.841398581526e-01      -1.351725697618e+02      -1.500746749904e-05       1.683547560292e-01       1.761160935585e-01      -1.466573180094e-05       1.682581976481e-01 
       9.038865675803e-02      -3.657158527883e-01      -1.031677510938e+02      -1.492000699194e+02      -3.655173652100e-01      -1.379949528404e+02      -1.434783021094e-05       1.709230429141e-01       1.799686654158e-01      -1.402615769641e-05       1.717730548487e-01 
       9.354994726217e-02      -3.482444207711e-01      -1.020618866535e+02      -1.527491783748e+02      -3.480563378258e-01      -1.407418854760e+02      -1.371344242134e-05       1.734905928251e-01       1.837063855812e-01      -1.341001140971e-05       1.751944126245e-01 
       9.673132963228e-02      -3.322404902125e-01      -1.014939654693e+02      -1.562762288370e+02      -3.320616912042e-01      -1.435515770975e+02      -1.311332088048e-05       1.763351277200e-01       1.874919425797e-01      -1.282583013777e-05       1.786958869729e-01 
       9.992519888887e-02      -3.178832136994e-01      -1.018941245965e+02      -1.598682747458e+02      -3.177124539625e-01      -1.465601253815e+02      -1.255431978911e-05       1.797111147900e-01       1.914887142573e-01      -1.228022718560e-05       1.824481937405e-01 
       1.031267606933e-01      -3.052234952139e-01      -1.035840955619e+02      -1.636031570014e+02      -3.050595154339e-01      -1.498797736933e+02      -1.204112630970e-05       1.838114120308e-01       1.958342331866e-01      -1.177788538502e-05       1.865918648089e-01 
       1.063330369207e-01      -2.941939499013e-01      -1.067342717844e+02      -1.675371020691e+02      -2.940355754472e-01      -1.535822796786e+02      -1.157702747882e-05       1.887387102190e-01       2.006198141642e-01      -1.132230098155e-05       1.912164327138e-01 
       1.095421943607e-01      -2.846275779115e-01      -1.113455135190e+02      -1.716973758436e+02      -2.844737921178e-01      -1.576901513253e+02      -1.115708374981e-05       1.944995088586e-01       2.058787002564e-01      -1.090889114894e-05       1.963498956652e-01 
       1.127531107498e-01      -2.762864131853e-01      -1.172461551291e+02      -1.760770615003e+02      -2.761364179870e-01      -1.621719110894e+02      -1.078149870174e-05       2.009897173713e-01       2.115807485136e-01      -1.053834753562e-05       2.019522530423e-01 
       1.159651012776e-01      -2.688876302112e-01      -1.241136779442e+02      -1.806368312557e+02      -2.687408703668e-01      -1.669468074524e+02      -1.044378707483e-05       2.080181760981e-01       2.176360558891e-01      -1.020471202543e-05       2.079219545386e-01 
       1.191777488189e-01      -2.621350615410e-01      -1.315114089763e+02      -1.853089410413e+02      -2.619912281136e-01      -1.718936091080e+02      -1.013743097512e-05       2.153225936691e-01       2.239051213192e-01      -9.901993883052e-06       2.141065347269e-01 
       1.223907995083e-01      -2.557482514769e-01      -1.389394778611e+02      -1.900052183214e+02      -2.556072618689e-01      -1.768648194640e+02      -9.857582633649e-06       2.225994387748e-01       2.302154241109e-01      -9.625823033940e-06       2.203205417542e-01 
       1.256040988568e-01      -2.494814493438e-01      -1.458901754508e+02      -1.946278849088e+02      -2.493434047097e-01      -1.817038795438e+02      -9.592783848603e-06       2.295443312616e-01       2.363801638341e-01      -9.365114421073e-06       2.263667864802e-01 
       1.288175528007e-01      -2.431484265869e-01      -1.519059312349e+02      -1.990804648344e+02      -2.430135620844e-01      -1.862628343531e+02      -9.338432411787e-06       2.358778504544e-01       2.422218104794e-01      -9.115532264727e-06       2.320593319534e-01 
       1.320311039975e-01      -2.366294354638e-01      -1.566293702834e+02      -2.032796732381e+02      -2.364980600635e-01      -1.904196140523e+02      -9.089952081346e-06       2.413826105637e-01       2.475917907450e-01      -8.872633142240e-06       2.372450185957e-01 
       1.352447174183e-01      -2.298701772967e-01      -1.598402341347e+02      -2.071642827650e+02      -2.297426136050e-01      -1.940908599580e+02      -8.839846817688e-06       2.459275131651e-01       2.523845093768e-01      -8.628919425222e-06       2.418184746419e-01 
       1.384583715953e-01      -2.228920959114e-01      -1.614812196523e+02      -2.107035322555e+02      -2.227686289213e-01      -1.972427100705e+02      -8.592885992684e-06       2.494759694505e-01       2.565586349381e-01      -8.389060673132e-06       2.457406471818e-01 
       1.416720533079e-01      -2.157600326711e-01      -1.616565976403e+02      -2.138976759906e+02      -2.156408656154e-01      -1.998910414867e+02      -8.345279091023e-06       2.520948678243e-01       2.601260454477e-01      -8.149064207098e-06       2.490311489150e-01 
       1.448857543556e-01      -2.085824281963e-01      -1.606214033820e+02      -2.167791318948e+02      -2.084676547622e-01      -2.021007889071e+02      -8.099065411808e-06       2.539406151362e-01       2.631595246800e-01      -7.910715966730e-06       2.517724383375e-01 
       1.480994695979e-01      -2.014888574966e-01      -1.587498337800e+02      -2.194077913535e+02      -2.013784475807e-01      -2.039773453829e+02      -7.855145112335e-06       2.552433892951e-01       2.657805843276e-01      -7.674635513729e-06       2.540975743941e-01 
       1.513131957646e-01      -1.946146326967e-01      -1.564932657802e+02      -2.218644290870e+02      -1.945084330104e-01      -2.056548441541e+02      -7.615201212731e-06       2.562809118414e-01       2.681463066107e-01      -7.442231816694e-06       2.561756146715e-01 
       1.545269307319e-01      -1.880846689854e-01      -1.543313177717e+02      -2.242411857273e+02      -1.879824171353e-01      -2.072809920656e+02      -7.381865481375e-06       2.573469053743e-01       2.704309700026e-01      -7.215898034021e-06       2.581919806798e-01 
       1.577406730825e-01      -1.820030495076e-01      -1.527208213982e+02      -2.266331324479e+02      -1.819043980264e-01      -2.090024774845e+02      -7.159331023686e-06       2.587202414560e-01       2.728104390081e-01      -6.999646639464e-06       2.603311734042e-01 
       1.609544218378e-01      -1.764393786160e-01      -1.520475099448e+02      -2.291264170131e+02      -1.763439247188e-01      -2.109479798526e+02      -6.948614390623e-06       2.606387043124e-01       2.754398917439e-01      -6.794378296504e-06       2.627547587653e-01 
       1.641681762942e-01      -1.714256367597e-01      -1.525885984084e+02      -2.317895454815e+02      -1.713329564979e-01      -2.132153901643e+02      -6.750833519926e-06       2.632719670078e-01       2.784384717980e-01      -6.601170950512e-06       2.655848658871e-01 
       1.673819359230e-01      -1.669574981204e-01      -1.544866436740e+02      -2.346681064841e+02      -1.668671799594e-01      -2.158635525197e+02      -6.568177092237e-06       2.667053190392e-01       2.818804519578e-01      -6.422248457577e-06       2.688945804270e-01 
       1.705957003091e-01      -1.629939397187e-01      -1.577380695425e+02      -2.377788432736e+02      -1.629056130072e-01      -2.189056735543e+02      -6.399691196513e-06       2.709365779579e-01       2.857855981551e-01      -6.256751014688e-06       2.726996498116e-01 
       1.738094691134e-01      -1.594673133443e-01      -1.621989138631e+02      -2.411105375119e+02      -1.593806717597e-01      -2.223109117578e+02      -6.245582787569e-06       2.758752062077e-01       2.901223274701e-01      -6.105031136852e-06       2.769609194925e-01 
       1.770232420486e-01      -1.562850728269e-01      -1.676026744771e+02      -2.446226415097e+02      -1.561998882304e-01      -2.260059359982e+02      -6.102088529729e-06       2.813591671018e-01       2.948028837176e-01      -5.963494011312e-06       2.815829187690e-01 
       1.802370188648e-01      -1.533529182190e-01      -1.735949450239e+02      -2.482574921972e+02      -1.532690477820e-01      -2.298901570339e+02      -5.969850139166e-06       2.871681793266e-01       2.997144953268e-01      -5.832970664455e-06       2.864411682498e-01 
       1.834507993398e-01      -1.505764973646e-01      -1.797786618791e+02      -2.519466607983e+02      -1.504938768950e-01      -2.338477384995e+02      -5.845941926823e-06       2.930665780836e-01       3.047226834334e-01      -5.710703877594e-06       2.913912485833e-01 
       1.866645832730e-01      -1.478759754138e-01      -1.857587703781e+02      -2.556221764197e+02      -1.477946075953e-01      -2.377635221823e+02      -5.729157319591e-06       2.988243200331e-01       3.096965096614e-01      -5.595630680652e-06       2.962924557902e-01 
       1.898783704814e-01      -1.451588370858e-01      -1.911259425174e+02      -2.591848887644e+02      -1.450787929862e-01      -2.414946086779e+02      -5.615869673126e-06       3.041723498976e-01       3.144561373076e-01      -5.484262437065e-06       3.009585198147e-01 
       1.930921607962e-01      -1.423685845600e-01      -1.955685878417e+02      -2.625617791593e+02      -1.422899757162e-01      -2.449342368744e+02      -5.504457817377e-06       3.089157931178e-01       3.188707227695e-01      -5.375058230127e-06       3.052540475237e-01 
       1.963059540616e-01      -1.394725854205e-01      -1.988750353975e+02      -2.656973125204e+02      -1.393955428373e-01      -2.480050119576e+02      -5.393421816040e-06       3.129227933610e-01       3.228438276921e-01      -5.266552302702e-06       3.090809998387e-01 
       1.995197501323e-01      -1.364640815070e-01      -2.009543518493e+02      -2.685607779924e+02      -1.363887343075e-01      -2.506680595415e+02      -5.281865549695e-06       3.161391767988e-01       3.263258843670e-01      -5.157837183347e-06       3.123910099650e-01 
       2.027335488731e-01      -1.333601583511e-01      -2.018411581852e+02      -2.711493061582e+02      -1.332866148385e-01      -2.529262262459e+02      -5.169579207344e-06       3.185921219638e-01       3.293188224555e-01      -5.048652047783e-06       3.151896916377e-01 
       2.059473501575e-01      -1.301973717737e-01      -2.016886545715e+02      -2.734877165479e+02      -1.301257045399e-01      -2.548229063830e+02      -5.056989321141e-06       3.203852226048e-01       3.318747014104e-01      -4.939341811784e-06       3.175347923717e-01 
       2.091611538671e-01      -1.270219814792e-01      -2.007395060435e+02      -2.756196242798e+02      -1.269522196328e-01      -2.564303664336e+02      -4.944318933251e-06       3.216765796536e-01       3.340797292833e-01      -4.830031558987e-06       3.195199384602e-01 
       2.123749598908e-01      -1.238872534024e-01      -1.993049967659e+02      -2.776058263432e+02      -1.238193792492e-01      -2.578452881794e+02      -4.833324606728e-06       3.226639616011e-01       3.360505925164e-01      -4.722375236002e-06       3.212694421568e-01 
       2.155887681241e-01      -1.208412489536e-01      -1.977214768916e+02      -2.795097007500e+02      -1.207752015760e-01      -2.591702382210e+02      -4.724571362807e-06       3.235543617817e-01       3.379075847982e-01      -4.616842177550e-06       3.229119217315e-01 
       2.188025784691e-01      -1.179268924411e-01      -1.963210359263e+02      -2.813959943265e+02      -1.178625742868e-01      -2.605082665657e+02      -4.619505880527e-06       3.245471970675e-01       3.397726582530e-01      -4.514799740290e-06       3.245762164190e-01 
       2.220163908332e-01      -1.151731680695e-01      -1.953968139730e+02      -2.833205310956e+02      -1.151104536332e-01      -2.619492457009e+02      -4.516507326188e-06       3.258194588298e-01       3.417459782684e-01      -4.414563505916e-06       3.263701128926e-01 
       2.252302051293e-01      -1.126047328576e-01      -1.951846185899e+02      -2.853356005766e+02      -1.125434799451e-01      -2.635715322885e+02      -4.418694827767e-06       3.275061243726e-01       3.439240636277e-01      -4.319220609429e-06       3.283921800255e-01 
       2.284440212755e-01      -1.102311928245e-01      -1.958392298605e+02      -2.874797817922e+02      -1.101712521106e-01      -2.654300529027e+02      -4.325658675707e-06       3.297014988583e-01       3.463722139908e-01      -4.228346916527e-06       3.307095489978e-01 
       2.316578391940e-01      -1.080530010798e-01      -1.974266819991e+02      -2.897795716571e+02      -1.079942265176e-01      -2.675564813300e+02      -4.238194023341e-06       3.324473102990e-01       3.491332897882e-01      -4.142748165083e-06       3.333632805820e-01 
       2.348716588117e-01      -1.060559989022e-01      -1.999190258369e+02      -2.922411256679e+02      -1.059982568139e-01      -2.699516711226e+02      -4.154784555776e-06       3.357323073129e-01       3.522081880063e-01      -4.060935094380e-06       3.363524297835e-01 
       2.380854800594e-01      -1.042214313204e-01      -2.032028405473e+02      -2.948569665117e+02      -1.041646090675e-01      -2.725924420931e+02      -4.077108067654e-06       3.394874211681e-01       3.555786343700e-01      -3.984635840101e-06       3.396518585524e-01 
       2.412993028713e-01      -1.025187485941e-01      -2.070897867131e+02      -2.975978515839e+02      -1.024627598748e-01      -2.754264894396e+02      -4.004084745624e-06       3.435991544960e-01       3.591838137941e-01      -3.912827866136e-06       3.431952261322e-01 
       2.445131271855e-01      -1.009129239571e-01      -2.113383508702e+02      -3.004192242201e+02      -1.008577121782e-01      -2.783809470777e+02      -3.934950740841e-06       3.479168949429e-01       3.629375814570e-01      -3.844811472453e-06       3.468900721029e-01 
       2.477269529431e-01      -9.936853529535e-02      -2.156828635349e+02      -3.032681147868e+02      -9.931407317675e-02      -2.813724130105e+02      -3.868992111287e-06       3.522739033003e-01       3.667402204942e-01      -3.779935314424e-06       3.506305002987e-01 
       2.509407800884e-01      -9.785314457240e-02      -2.198601880458e+02      -3.060894285837e+02      -9.779943093019e-02      -2.843161213355e+02      -3.805457955795e-06       3.565057244312e-01       3.704898776715e-01      -3.717503483117e-06       3.543092173290e-01 
       2.541546085682e-01      -9.634084951993e-02      -2.236372829323e+02      -3.088335985032e+02      -9.628790355878e-02      -2.871363658797e+02      -3.743789135032e-06       3.604692579982e-01       3.740963165977e-01      -3.656999351218e-06       3.578315537366e-01 
       2.573684383324e-01      -9.481210701929e-02      -2.268305431146e+02      -3.114583773439e+02      -9.475996175359e-02      -2.897708775445e+02      -3.682870655688e-06       3.640532209785e-01       3.774833589078e-01      -3.597335097493e-06       3.611190060300e-01 
